FY,Received From,Value,Party (specific),Party Group,Receipt type,Category,Subcategory,AEC
2022,The Australian Workers Union of Employees Queensland,"5,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,The Australian Workers Union of Employees Queensland,"5,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,The Australian Workers Union of Employees Queensland,"5,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,The Australian Workers Union of Employees Queensland,"5,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Troy Spence,"5,000",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,TUSU Liquor Pty Ltd,"5,000",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,United Workers Union,"5,000",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Vuly Trampolines Pty Ltd,"5,000",Labor (QLD),Labor,Donation Received,Manufacturing and Heavy Industry,,🔗
2022,Westpac Banking Corporation,"5,000",Labor (QLD),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,WM Holdings Pty Ltd,"5,000",Labor (QLD),Labor,Donation Received,Uncategorised Company,,🔗
2022,"Gunning, Robert","5,000",Liberals (ACT),Liberal/Nationals,Donation Received,Individual,,🔗
2022,Mrs Jennifer Parsons,"5,000",One Nation (Fed),One Nation,Donation Received,Individual,,🔗
2022,Graham Butler,"5,000",Sustainable Australia,,Donation Received,Individual,,🔗
2022,Graham Butler,"5,000",Sustainable Australia,,Donation Received,Individual,,🔗
2022,Graham Butler,"5,000",Sustainable Australia,,Donation Received,Individual,,🔗
2022,Graham Butler,"5,000",Sustainable Australia,,Donation Received,Individual,,🔗
2022,Graham Butler,"5,000",Sustainable Australia,,Donation Received,Individual,,🔗
2022,Murray Haseler,"5,000",Sustainable Australia,,Donation Received,Individual,,🔗
2022,APPEA Limited,"5,000",Country Liberals (NT),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Minerals Council of Australia,"5,000",Liberals (NSW),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Minerals Council of Australia,"5,000",Liberals (NSW),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Minerals Council of Australia,"5,000",LIB-WA,Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,APPEA Limited,"5,000",Liberals (WA),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Woodside Energy Limited,"5,000",Liberal Party (Fed),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Santos Limited,"5,000",Liberals (SA),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,INPEX,"5,000",Nationals (Fed),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Arnold Bloch Leibler,"5,000",Labor (Fed),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,Association of Mining and Exploration Companies In,"5,000",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,The Bongiorno Group,"5,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Bret Walker,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Catherine Chung,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Clubs NSW,"5,000",Labor (Fed),Labor,Donation Received,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Conexus Financial,"5,000",Labor (Fed),Labor,Other Receipt,Media and Communications,,🔗
2022,Crowley Carbon,"5,000",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Engineering,🔗
2022,Mr David Zalmon Baffsky,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Finance Brokers Association of Australia Limited,"5,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Geoffrey Brown,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Gleneagles Securities,"5,000",Labor (Fed),Labor,Donation Received,Banking and Finance Industry,,🔗
2022,Henroth Investments Pty Ltd,"5,000",Labor (Fed),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Intrapac Property,"5,000",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,John Connolly & Partners Pty Ltd,"5,000",Labor (Fed),Labor,Other Receipt,Media and Communications,,🔗
2022,Leon Fink Holdings Pty Ltd,"5,000",Labor (Fed),Labor,Donation Received,Services & Retail Sector,Entertainment,🔗
2022,Macquarie Telecom Pty Ltd,"5,000",Labor (Fed),Labor,Donation Received,Media and Communications,,🔗
2022,Medicines Australia,"5,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,Mervyn Basserabe,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,MGA Management Services Pty Ltd,"5,000",Labor (Fed),Labor,Donation Received,Consultancies and Law Firms,Accounting/Advisory,🔗
2022,"Construction, Forestry, Maritime, Mining and Energy Union","5,000",Labor (Fed),Labor,Donation Received,Union,,🔗
2022,NXT Building Group,"5,000",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Construction/Industrial,🔗
2022,Padmanabhan Ramanathan,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Peter Ivany AM,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mr Peter Staples,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Phil Green,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Phillip Stricker,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Professional Superannuation Management Pty Ltd,"5,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Public Policy Solutions Pty Ltd,"5,000",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Ricangus Pty. Ltd,"5,000",Labor (Fed),Labor,Other Receipt,Uncategorised Company,,🔗
2022,Sarina Russo Job Access,"5,000",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Social services,🔗
2022,SEC Newgate,"5,000",Labor (Fed),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Shopping Centre Council of Australia,"5,000",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Star Scientific Limited,"5,000",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Steven DSouza,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Steven DSouza,"5,000",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Tharah Partnership,"5,000",Labor (Fed),Labor,Donation Received,Uncategorised Company,,🔗
2022,The Association Of Independent Schools Of NSW,"5,000",Labor (Fed),Labor,Other Receipt,Education,,🔗
2022,TMG Developments,"5,000",Labor (Fed),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Toga Group,"5,000",Labor (Fed),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Toga Group,"5,000",Labor (Fed),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Transport Workers Union of Australia SA/NT Branch,"5,000",Labor (Fed),Labor,Donation Received,Union,,🔗
2022,Village Roadshow Limited,"5,000",Labor (Fed),Labor,Other Receipt,Media and Communications,,🔗
2022,WFM Motors Group,"5,000",Labor (Fed),Labor,Donation Received,Manufacturing and Heavy Industry,,🔗
2022,Whittles Management Services PL ATF Whittles Strata Unit Trust,"5,000",Labor (Fed),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Alan Schwartz,"5,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Labor (QLD),"4,962",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,QEM Limited,"4,950",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Woodside Energy Limited,"4,950",Labor (WA),Labor,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Terri Butler,"4,909",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Ted Noffs Foundation,"4,800",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,The Association Of Independent Schools Of NSW,"4,800",Labor (Fed),Labor,Other Receipt,Education,,🔗
2022,Labor (QLD),"4,783",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (Fed),"4,714",Labor (QLD),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Coalition for Conservation,"4,586",Liberals (ACT),Liberal/Nationals,Other Receipt,Political Fundraising Bodies,,🔗
2022,IntoWork Australia,"4,500",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Social services,🔗
2022,SEC Newgate,"4,500",Labor (Fed),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Delljules Pty Ltd,"4,500",Labor (QLD),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Hien Nguyen,"4,500",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Community and Public Sector Union (PSU Group),"4,475",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Greens (Fed),"4,459",Greens (WA),Greens,Donation Received,Intra-Political Party,,🔗
2022,Cairns Maritime Activists Social Club,"4,400",Labor (QLD),Labor,Donation Received,Lobbying Firms,,🔗
2022,Corporate Travel Management Group Pty Ltd,"4,400",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,Finance Brokers Association of Australia Limited,"4,400",Labor (QLD),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Holding Redlich,"4,400",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Law Firms,🔗
2022,LET Australia Ltd,"4,400",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal,🔗
2022,M Resources Pty Ltd,"4,400",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal,🔗
2022,Nioa Nominees,"4,400",Labor (QLD),Labor,Other Receipt,Defence & Weapons Industry,Defence Industry,🔗
2022,Village Roadshow Limited,"4,400",Labor (QLD),Labor,Other Receipt,Media and Communications,,🔗
2022,The BMD Group,"4,400",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Consolidated Properties Group,"4,400",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Damien Cavallucci,"4,400",Labor (Fed),Labor,Other Receipt,Individual,,🔗
2022,Hutchinson Builders,"4,400",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Morgans Financial Limited,"4,400",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,MUR Pty Ltd,"4,400",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,PWC PriceWaterhouseCoopers,"4,400",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Accounting/Advisory,🔗
2022,QLD Hotels Association,"4,400",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,St Baker Energy Innovation Trust,"4,400",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,State Gas,"4,400",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Gas and CSG,🔗
2022,The Star Entertainment Group,"4,400",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,Kevin Rudd,"4,364",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Community and Public Sector Union (PSU Group),"4,358",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"4,302",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Labor (SA),"4,207",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (SA),"4,207",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (SA),"4,207",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Woodside Energy Limited,"4,200",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Department of the Senate,"4,146",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,146",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,146",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,146",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,The Legislative Assembly of Queensland,"4,140",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,133",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,078",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,078",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,078",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,078",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,Department of the Senate,"4,078",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,James McCaughey,"4,050",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Department of the Senate,"4,007",Labor (QLD),Labor,Other Receipt,Government,,🔗
2022,General Outdoor Advertising Pty Ltd,"4,000",Labor (QLD),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Piper Alderman,"4,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,SAS Consulting Group Pty Ltd,"4,000",Labor (QLD),Labor,Donation Received,Consultancies and Law Firms,Public Relations,🔗
2022,Taylor Connect,"4,000",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Windlab Pty Limited,"4,000",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Minerals Council of Australia,"4,000",Liberals (NSW),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Woodside Energy Limited,"4,000",Nationals (WA),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,National Catholic Education Commission,"4,000",Labor (Fed),Labor,Other Receipt,Education,,🔗
2022,SAS Consulting Group Pty Ltd,"4,000",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Westpac Banking Corporation,"4,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Labor (TAS),"3,992",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Community and Public Sector Union (PSU Group),"3,973",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"3,872",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,The Chifley Research Centre Ltd,"3,871",Labor (Fed),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Business Council of Co-operatives and Mutuals,"3,850",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Restaurant & Catering Industry Association of Aust,"3,850",Labor (Fed),Labor,Other Receipt,Food and Agriculture,,🔗
2022,Restaurant & Catering Industry Association of Aust,"3,850",Labor (Fed),Labor,Other Receipt,Food and Agriculture,,🔗
2022,APPEA Limited,"3,850",Labor (WA),Labor,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Maurice Blackburn Lawyers,"3,829",Labor (Fed),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,LET Australia Ltd,"3,817",Liberal Party (Fed),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Coal,🔗
2022,Maurice Blackburn Lawyers,"3,754",Labor (QLD),Labor,Donation Received,Consultancies and Law Firms,Law Firms,🔗
2022,Sentia Real Estate,"3,711",Liberals (ACT),Liberal/Nationals,Other Receipt,Developers and Property Industry,Developers/Property,🔗
